Exercise,Gender,Age,Height,Weight,Like_1,Hate_1
0,Male,38,165,53,느타리 버섯,땅콩
1,Female,29,142,42,감자,쌀밥
1,Female,48,169,43,당근,우유
2,Female,28,167,76,땅콩,우유
1,Female,42,185,45,바나나,땅콩
0,Female,51,152,86,곶감,딸기
1,Female,27,158,82,우유,땅콩
1,Male,41,166,84,우유,고등어
0,Female,60,158,86,단호박,도라지
2,Male,24,152,74,식빵,우유
1,Male,31,151,80,잡곡밥,시금치
0,Male,25,180,51,양념갈비,크래커
0,Female,49,146,57,딸기,땅콩
0,Male,31,180,96,땅콩,곶감
0,Female,47,185,52,표고버섯,당근
2,Male,33,172,97,우유,가래떡
0,Male,40,149,75,오이,시금치
1,Male,29,161,46,딸기,우유
0,Male,24,172,88,토마토,찜갈비
1,Female,44,168,41,쇠고기,바나나
2,Male,55,169,68,땅콩,뱀장어
2,Female,40,171,90,낫또,참기름
2,Male,55,161,82,밤,강냉이(옥수수)
2,Male,56,166,65,당근,우유
1,Female,31,141,64,콘플레이크,도토리 묵
2,Female,34,183,93,땅콩,오이
0,Female,59,179,96,땅콩,곶감
2,Female,51,143,92,오렌지,땅콩
1,Female,21,143,79,참치통조림,배
0,Male,30,162,55,수박,동태
2,Female,34,150,52,우유,땅콩
1,Male,59,172,93,강냉이(옥수수),연근
1,Male,53,183,53,연근,느타리 버섯
1,Male,40,156,80,비엔나소시지,멸치
2,Female,22,187,43,참기름,참기름
2,Female,28,167,98,땅콩,땅콩
0,Female,27,153,90,고구마,땅콩
1,Male,21,166,80,우유,가래떡
0,Female,23,140,98,우유,느타리 버섯
2,Female,51,179,61,삶은 국수,단호박
2,Female,44,189,42,새우(중하),도라지
0,Female,34,165,51,햄(로스),우유
0,Male,56,145,95,어묵(튀긴 것),햄(로스)
2,Male,46,156,44,삼겹살,베이컨
2,Female,33,140,56,우유,낫또
1,Female,30,143,73,당근,우유
2,Male,31,166,67,땅콩,시금치
0,Female,33,185,90,귤,느타리 버섯
0,Male,25,181,91,베이컨,닭고기(닭다리)
1,Male,29,175,40,사과,땅콩
1,Male,50,140,88,키위,치즈
1,Female,44,168,79,강냉이(옥수수),미숫가루
0,Male,29,188,52,우유,감자
0,Female,51,184,84,느타리 버섯,연근
2,Male,40,143,82,유부,고구마
0,Female,26,179,43,참기름,건오징어채
2,Female,47,173,64,건오징어채,유부
2,Male,34,184,71,우유,참기름
2,Female,44,148,80,우유,식빵
0,Male,21,156,86,백미,가래떡
2,Female,47,161,79,당근,고구마
0,Female,31,162,77,가자미,애호박
1,Female,60,169,52,북어채,뱀장어
1,Female,48,172,55,땅콩,꽁치
0,Male,38,165,97,고구마,강냉이(옥수수)
1,Male,40,156,58,우유,단호박
1,Female,48,169,43,우유,도토리 묵
0,Female,28,168,76,곶감,강냉이(옥수수)
1,Female,42,185,90,두부,곶감
2,Male,51,152,86,고등어,참치통조림
1,Female,38,158,98,도토리 묵,배
2,Male,51,179,40,뱀장어,땅콩
0,Female,29,157,42,우유,우유
0,Male,34,165,89,애호박,미숫가루
2,Male,30,163,95,땅콩,쌀밥
2,Female,47,156,66,오렌지,우유
0,Female,59,158,57,참치통조림,배
1,Male,30,143,52,수박,고등어
0,Male,46,147,68,우유,단감
2,Male,33,172,52,도토리 묵,참기름
1,Female,20,162,90,우유,우유
1,Female,39,187,77,베이컨,크래커
0,Male,35,184,43,북어채,참기름
1,Male,54,180,56,참기름,검정콩
2,Female,55,169,67,귤,참기름
0,Male,51,184,45,땅콩,밤
1,Female,36,187,97,우유,우유
0,Female,36,142,80,삶은 국수,애호박
2,Male,42,154,79,땅콩,우유
0,Male,45,146,48,햄(로스),바나나
1,Female,28,179,95,어묵(튀긴 것),땅콩
0,Female,21,143,48,당근주스,동태
1,Female,21,143,79,우유,땅콩
0,Male,31,162,55,애호박,우유
2,Female,34,150,52,오이,감자
1,Male,59,185,49,우유,마른국수
2,Male,23,147,53,마른국수,미숫가루
1,Male,40,156,80,오렌지,땅콩
2,Male,22,187,43,삶은 국수,유부
0,Male,28,168,98,강냉이(옥수수),고등어
0,Male,27,153,90,우유,식빵
0,Male,51,166,64,느타리 버섯,우유
0,Female,53,140,98,유부,고구마
1,Female,51,179,62,참기름,크래커
2,Female,44,189,42,토마토,사과
2,Female,34,165,51,우유,비엔나소시지
0,Male,56,182,95,우유,수박
2,Male,47,156,44,우유,오렌지
2,Female,33,177,57,연근,바나나
0,Female,30,143,74,인절미,잡곡밥
2,Male,31,166,68,콘플레이크,우유
2,Female,33,172,74,꽁치,우유
0,Female,35,144,90,참기름,참기름
1,Male,39,187,99,돼지고기,토마토
2,Male,20,153,43,동태,참기름
1,Male,24,144,50,애호박,땅콩
2,Female,51,163,83,완두콩,애호박
1,Male,21,147,99,우유,우유
0,Female,21,168,53,참기름,표고버섯
1,Male,47,155,74,키위,땅콩
1,Male,27,186,95,참기름,참기름
1,Male,56,173,42,잡곡밥,오렌지
2,Male,24,187,67,고구마,땅콩
2,Female,42,169,41,느타리 버섯,연근
1,Male,57,187,50,우유,느타리 버섯
1,Female,52,188,48,참기름,우유
2,Male,40,145,84,땅콩,쇠고기
2,Male,29,149,87,참기름,검정콩
1,Female,49,178,69,어묵(튀긴 것),굴
2,Male,51,169,74,우유,참기름
1,Female,48,169,44,우유,백미
0,Male,39,144,92,감자,애호박
0,Female,23,148,62,땅콩,단호박
1,Female,21,179,58,땅콩,참기름
2,Male,49,171,54,땅콩,낫또
2,Male,21,142,40,참기름,귤
1,Male,29,170,58,완두콩,참치통조림
1,Female,56,141,61,우유,표고버섯
0,Female,52,140,67,우유,감자
0,Female,47,169,82,딸기,우유
1,Male,29,172,73,유부,오렌지
1,Female,41,156,52,곶감,갈치
2,Female,27,161,84,귤,사과
0,Female,55,149,84,두부,오렌지
2,Female,21,176,46,미숫가루,감자
2,Male,50,150,93,우유,당근
2,Female,56,148,75,땅콩,고구마
2,Female,24,144,88,키위,우유
1,Male,36,145,99,어묵(튀긴 것),사과
2,Female,31,147,77,배,비엔나소시지
1,Female,47,187,53,우유,수박
1,Female,47,142,96,크래커,땅콩
0,Male,23,181,51,우유,우유
1,Male,56,173,80,갈치,잡곡밥
0,Male,50,155,67,두부,수박
2,Male,31,169,79,우유,참기름
2,Male,42,156,50,삶은 국수,바나나
2,Female,52,151,86,우유,완두콩
2,Male,25,176,99,우유,시금치
2,Male,39,161,64,식빵,당근주스
0,Female,44,173,84,당근주스,표고버섯
0,Female,50,182,51,양념갈비,토마토
0,Female,43,163,59,참치통조림,돼지고기
1,Male,50,157,85,굴,갈치
1,Male,48,142,77,우유,물오징어
2,Female,31,178,95,우유,마른국수
1,Female,33,166,69,우유,표고버섯
0,Male,21,155,93,키위,당근
1,Male,25,165,74,북어채,쇠고기
1,Male,56,142,84,새우(중하),참기름
2,Female,37,158,67,고구마,새우(중하)
0,Male,47,169,44,마른국수,양념갈비
2,Female,44,140,73,우유,백미
1,Female,41,157,90,도라지,우유
0,Female,53,143,84,땅콩,단호박
0,Male,55,149,46,곶감,비엔나소시지
0,Female,47,144,47,비엔나소시지,두부
2,Female,50,151,55,단감,참기름
2,Male,20,166,59,우유,참치통조림
2,Male,24,144,51,식빵,잡곡밥
2,Male,21,164,40,땅콩,완두콩
1,Male,32,147,99,양념갈비,당근주스
0,Female,21,169,54,참치통조림,미숫가루
1,Male,36,142,58,참기름,토마토
1,Male,27,186,95,토마토,단감
1,Male,56,173,42,오이,당근주스
1,Male,24,174,67,우유,감자
2,Female,31,169,41,딸기,마른국수
1,Male,57,187,50,북어채,미숫가루
1,Female,41,188,48,쇠고기,어묵(튀긴 것)
0,Male,40,158,99,건오징어채,사과
2,Female,40,162,43,낫또,귤
1,Female,59,141,84,우유,수박
2,Male,50,182,74,도라지,쌀밥
2,Male,58,182,59,단호박,우유
0,Male,39,144,91,땅콩,우유
0,Male,33,161,77,바나나,우유
2,Male,31,178,58,곶감,단감
2,Male,59,184,53,바나나,땅콩
0,Female,21,155,55,사과,꽁치
0,Female,51,146,73,시금치,참기름
1,Male,25,154,61,식빵,우유
1,Male,22,153,67,미숫가루,시금치
1,Male,57,168,97,비엔나소시지,콘플레이크
2,Male,29,171,88,참기름,표고버섯
2,Male,22,182,83,햄(로스),땅콩
0,Female,38,174,99,땅콩,참기름
1,Female,24,161,83,우유,찜갈비
2,Female,31,188,62,표고버섯,애호박
0,Male,20,164,93,도토리 묵,우유
1,Female,57,148,75,수박,표고버섯
2,Female,24,144,89,가자미,강냉이(옥수수)
1,Female,36,145,40,땅콩,돼지고기
1,Female,32,147,77,닭고기(닭다리),참기름
1,Female,36,187,54,비엔나소시지,물오징어
2,Female,47,155,52,당근,곶감
0,Male,53,181,96,콘플레이크,백미
1,Male,56,173,80,우유,오이
0,Male,50,156,67,바나나,굴
2,Male,32,169,79,닭고기(닭다리),키위
0,Male,53,169,66,도라지,두부
2,Female,52,151,86,식빵,시금치
1,Male,25,177,99,잡곡밥,토마토
2,Male,40,148,65,애호박,우유
0,Female,33,160,84,우유,우유
2,Female,50,182,52,참기름,멸치
1,Male,43,163,75,참기름,우유
1,Male,50,157,69,땅콩,땅콩
1,Male,48,143,77,고구마,땅콩
2,Male,31,179,96,우유,콘플레이크
1,Female,44,166,69,마른국수,우유
1,Male,32,168,93,가자미,우유
1,Female,36,165,73,땅콩,우유
1,Male,56,141,99,땅콩,딸기
2,Female,37,171,67,표고버섯,땅콩
1,Female,57,169,60,당근주스,참기름
1,Male,25,166,44,밤,땅콩
2,Female,22,183,45,우유,우유
1,Female,53,142,99,우유,시금치
1,Male,24,161,61,귤,참기름
2,Male,27,170,78,참기름,땅콩
1,Female,31,163,86,유부,키위
1,Female,41,142,90,완두콩,참기름
0,Male,34,157,66,애호박,오이
2,Male,20,176,55,곶감,시금치
2,Female,42,173,70,참기름,우유
1,Male,42,181,85,참기름,표고버섯
0,Female,58,168,90,사과,멸치
2,Female,48,162,51,건오징어채,뱀장어
1,Male,25,172,57,수박,참기름
2,Male,35,187,83,우유,시금치
2,Female,43,182,57,비엔나소시지,당근주스
1,Male,27,151,67,땅콩,표고버섯
1,Male,52,151,65,참기름,땅콩
1,Male,51,172,40,땅콩,돼지고기
0,Female,51,162,43,땅콩,갈치
2,Male,29,155,41,고구마,물오징어
0,Female,20,182,90,우유,단호박
2,Male,29,145,75,우유,도토리 묵
1,Male,50,144,48,귤,강냉이(옥수수)
0,Male,34,175,93,두부,쌀밥
0,Male,43,142,74,고등어,참치통조림
0,Female,60,148,70,느타리 버섯,검정콩
1,Female,32,155,71,당근,곶감
0,Female,21,160,89,쌀밥,삶은 국수
2,Male,26,155,77,우유,오이
1,Male,33,153,83,땅콩,완두콩
1,Male,38,145,70,오렌지,우유
1,Female,51,148,60,참치통조림,배
0,Male,33,183,99,수박,꽁치
1,Female,49,187,55,귤,단감
2,Male,35,175,40,백미,참기름
0,Male,42,152,78,우유,우유
2,Female,42,177,64,느타리 버섯,콘플레이크
0,Male,26,174,91,땅콩,오렌지
1,Male,46,170,44,사과,땅콩
2,Male,57,172,71,고구마,단감
2,Female,42,173,93,우유,밤
0,Male,27,177,41,우유,우유
0,Male,28,181,84,인절미,오이
1,Female,33,144,67,땅콩,우유
2,Male,36,186,96,고등어,바나나
0,Female,20,182,98,어묵(튀긴 것),땅콩
0,Male,23,158,50,당근주스,동태
1,Female,23,145,82,우유,땅콩
0,Male,32,164,58,애호박,우유
0,Female,36,153,55,오이,건오징어채
1,Female,21,175,97,우유,마른국수
1,Male,55,187,57,마른국수,고구마
1,Male,31,146,68,오렌지,땅콩
2,Female,55,177,91,단감,가래떡
2,Male,20,157,86,곶감,귤
0,Female,30,156,94,표고버섯,수박
0,Female,54,156,68,백미,연근
2,Female,56,180,86,밤,고구마
2,Male,43,169,49,참기름,크래커
2,Female,36,179,90,수박,밤
2,Female,26,155,99,수박,베이컨
0,Male,59,148,99,우유,수박
1,Male,38,146,92,우유,오렌지
2,Female,25,180,44,연근,바나나
0,Female,22,183,61,인절미,잡곡밥
2,Female,23,156,55,쌀밥,우유
0,Female,35,188,94,꽁치,우유
0,Male,27,184,94,참기름,우유
1,Male,31,177,43,돼지고기,동태
2,Male,22,156,47,시금치,딸기
2,Female,57,184,98,우유,우유
1,Female,42,153,71,단호박,우유
0,Female,53,187,87,오렌지,마른국수
2,Male,42,145,85,단감,우유
1,Male,39,145,62,돼지고기,땅콩
0,Male,59,189,83,참기름,참기름
0,Female,47,149,90,새우(중하),오렌지
0,Female,56,163,99,고구마,땅콩
0,Male,23,158,89,느타리 버섯,연근
0,Female,49,164,82,우유,느타리 버섯
1,Female,43,177,96,참기름,바나나
2,Female,32,184,71,토마토,참기름
2,Male,20,188,74,배,땅콩
1,Female,51,181,56,표고버섯,땅콩
2,Male,42,158,61,인절미,우유
2,Male,20,184,62,콘플레이크,느타리 버섯
0,Male,41,183,95,꽁치,애호박
2,Female,55,150,49,땅콩,단호박
0,Female,23,168,45,땅콩,참기름
1,Male,41,161,42,땅콩,낫또
2,Male,54,182,43,참기름,귤
0,Female,32,160,46,완두콩,도라지
0,Male,37,168,93,감자,우유
2,Male,33,166,99,배,시금치
1,Male,38,146,54,찜갈비,인절미
1,Female,21,162,60,참기름,닭고기(닭다리)
1,Male,33,146,56,새우(중하),땅콩
1,Male,49,151,72,꽁치,치즈
2,Male,36,175,56,느타리 버섯,오렌지
1,Male,53,152,78,미숫가루,식빵
2,Female,42,140,81,우유,당근
1,Male,37,187,47,땅콩,고구마
2,Male,57,184,60,키위,우유
2,Female,57,172,71,어묵(튀긴 것),유부
0,Male,53,187,49,마른국수,연근
1,Female,38,140,41,밤,식빵
0,Female,39,145,84,도라지,우유
2,Male,45,157,83,수박,고구마
0,Male,47,149,52,땅콩,두부
2,Male,42,145,55,땅콩,수박
1,Male,34,159,67,우유,참기름
2,Female,34,159,98,삶은 국수,바나나
1,Male,44,178,74,우유,완두콩
0,Female,47,166,71,우유,땅콩
1,Female,20,188,52,꽁치,우유
0,Female,36,163,72,참기름,우유
2,Female,53,172,99,참기름,동태
0,Female,35,153,62,도라지,참기름
0,Female,41,183,57,오이,땅콩
2,Female,51,182,65,미숫가루,땅콩
1,Male,23,182,83,우유,마른국수
1,Male,25,156,57,우유,표고버섯
2,Female,23,145,81,키위,당근
0,Male,57,154,61,북어채,연근
1,Male,58,144,86,굴,참기름
2,Female,39,161,70,고구마,새우(중하)
0,Male,60,172,63,크래커,연근
0,Male,46,143,76,가래떡,느타리 버섯
1,Male,43,159,93,참기름,우유
0,Female,45,182,88,땅콩,단호박
0,Male,47,189,94,곶감,베이컨
0,Female,38,147,95,비엔나소시지,낫또
2,Male,42,140,43,단감,참기름
2,Male,22,156,47,우유,참치통조림
2,Male,27,147,54,식빵,잡곡밥
2,Female,53,167,87,땅콩,감자
1,Male,23,150,43,양념갈비,당근주스
0,Female,54,159,41,치즈,미숫가루
0,Male,39,145,62,참기름,토마토
1,Female,30,189,99,토마토,사과
1,Female,48,163,90,땅콩,양념갈비
1,Male,57,177,55,표고버섯,토마토
1,Female,34,159,89,우유,우유
0,Female,49,177,98,콘플레이크,우유
1,Female,44,178,96,키위,강냉이(옥수수)
2,Male,43,148,87,수박,우유
2,Male,31,151,90,오렌지,땅콩
2,Female,51,181,72,땅콩,땅콩
2,Male,53,172,77,유부,쌀밥
2,Male,20,185,63,단호박,우유
0,Male,41,147,95,우유,우유
0,Female,25,151,65,배,우유
1,Female,23,182,61,귤,단감
0,Female,21,187,73,바나나,땅콩
0,Female,34,158,59,사과,꽁치
2,Male,42,186,77,시금치,참기름
1,Female,58,144,65,강냉이(옥수수),우유
0,Female,54,142,70,미숫가루,시금치
0,Male,49,172,85,비엔나소시지,콘플레이크
2,Male,42,188,92,단감,참기름
1,Female,54,172,71,땅콩,귤
2,Female,29,163,87,땅콩,참기름
1,Female,57,151,87,우유,찜갈비
2,Female,23,178,50,표고버섯,애호박
2,Male,53,153,96,도토리 묵,우유
2,Female,59,150,78,수박,표고버섯
2,Female,26,146,92,가자미,강냉이(옥수수)
1,Male,38,148,42,땅콩,쇠고기
2,Female,34,150,80,닭고기(닭다리),참기름
2,Female,49,140,57,비엔나소시지,새우(중하)
1,Female,50,145,40,당근,배
2,Male,55,171,99,물오징어,느타리 버섯
1,Male,47,163,68,곶감,우유
0,Female,53,159,71,바나나,굴
2,Male,34,172,83,닭고기(닭다리),키위
2,Male,45,159,54,참기름,두부
1,Female,44,141,74,식빵,시금치
1,Male,58,166,87,미숫가루,토마토
2,Female,31,151,52,애호박,우유
0,Female,47,176,88,우유,미숫가루
0,Male,53,185,55,오렌지,참기름
0,Male,46,166,63,우유,단감
0,Female,41,147,73,수박,귤
1,Female,40,182,65,표고버섯,토마토
2,Female,34,182,99,도토리 묵,당근주스
1,Female,36,169,73,가래떡,우유
0,Male,24,158,97,가자미,우유
1,Male,27,168,77,땅콩,우유
1,Male,58,144,87,땅콩,딸기
2,Female,39,161,70,표고버섯,땅콩
1,Female,60,185,63,당근주스,참기름
0,Male,57,156,92,밤,우유
1,Male,54,172,49,키위,강냉이(옥수수)
0,Female,55,145,87,수박,우유
1,Male,57,151,49,햄(로스),참기름
1,Male,59,160,66,참기름,땅콩
0,Female,22,166,74,유부,키위
0,Female,33,182,78,완두콩,참기름
2,Male,26,146,54,애호박,오이
0,Male,23,166,42,쌀밥,시금치
2,Male,44,163,58,참기름,우유
0,Female,34,184,72,참기름,표고버섯
2,Female,49,158,77,사과,참기름
2,Male,40,152,54,시금치,참기름
2,Male,58,175,45,강냉이(옥수수),우유
1,Female,26,176,70,미숫가루,애호박
0,Female,44,185,60,느타리 버섯,당근주스
2,Male,29,153,69,땅콩,표고버섯
2,Male,54,154,67,참기름,땅콩
0,Male,42,160,42,땅콩,돼지고기
0,Female,42,164,45,땅콩,갈치
1,Female,20,144,87,고구마,물오징어
2,Male,53,185,77,우유,오이
2,Male,20,185,63,수박,표고버섯
0,Male,41,147,95,햄(로스),어묵(튀긴 것)
0,Female,25,151,65,땅콩,새우(중하)
2,Male,34,182,62,오이,참기름
0,Male,21,187,57,느타리 버섯,검정콩
0,Female,24,158,59,당근,곶감
2,Male,42,186,61,쌀밥,인절미
1,Female,58,144,49,우유,오이
0,Female,54,143,55,땅콩,완두콩
1,Male,60,172,41,오렌지,우유
2,Male,31,174,92,치즈,배
1,Female,54,172,71,수박,꽁치
2,Male,30,164,87,귤,단감
1,Female,57,151,71,백미,참기름
2,Female,23,178,50,우유,우유
0,Male,22,166,96,느타리 버섯,콘플레이크
1,Female,59,150,78,물오징어,우유
2,Female,26,147,92,참기름,애호박
1,Female,38,148,43,바나나,참기름
2,Male,45,163,96,참기름,딸기
2,Female,49,153,73,참기름,땅콩
2,Female,49,158,55,우유,햄(로스)
0,Male,55,183,98,단호박,느타리 버섯
2,Female,28,189,99,고등어,강냉이(옥수수)
1,Female,22,171,86,검정콩,땅콩
0,Female,44,185,98,참기름,건오징어채
0,Male,55,171,69,딸기,땅콩
2,Female,54,154,89,애호박,키위
2,Male,38,142,58,표고버섯,멸치
0,Male,53,164,84,우유,가래떡
1,Male,46,175,43,마른국수,고구마
0,Male,22,148,71,오렌지,우유
1,Male,45,166,78,단감,밤
2,Male,22,173,88,곶감,귤
2,Male,20,158,96,땅콩,북어채
0,Female,44,144,55,느타리 버섯,우유
1,Female,46,168,72,당근주스,도토리 묵
1,Male,34,171,96,참기름,콘플레이크
1,Female,38,167,76,수박,밤
2,Female,58,144,43,곶감,베이컨
2,Female,39,174,71,우유,수박
1,Female,60,172,64,배,딸기
0,Male,58,156,92,연근,바나나
1,Male,54,173,93,크래커,미숫가루
1,Female,56,145,43,쌀밥,우유
1,Male,27,165,65,땅콩,딸기
